DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,31,$157426.96,$64339.32,$60533.87
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,81,$240501.32,$79309.32,$73979.14
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,28,$390460.10,$64826.92,$58407.35
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,51,$111427.92,$51143.76,$50378.07
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,44,$166983.88,$63429.43,$60336.31
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,83,$199424.28,$77368.06,$74694.86
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,43,$66430.25,$73011.20,$71300.18
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,54,$121501.77,$49920.57,$48356.24
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,12,$45545.25,$62659.16,$62001.50
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,44,$195905.54,$57527.00,$54452.27
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,41,$91984.51,$62041.73,$60876.31
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,26,$109070.92,$67636.92,$65371.73
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,56,$93289.23,$59990.58,$56308.53
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,37,$80829.89,$64970.62,$64240.70
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,13,$95854.84,$71457.30,$70178.15
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,18,$121017.94,$67387.44,$65190.88
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,20,$50732.15,$55564.00,$53943.95
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,66,$102814.16,$66105.78,$61983.69
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,57,$103131.70,$55218.29,$53823.61
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,31,$167868.41,$67920.67,$66452.41
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,29,$74254.86,$68688.37,$67789.65
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,13,$112322.30,$71836.76,$70859.61
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,94,$218899.91,$74636.75,$73179.35
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,26,$299483.19,$59668.53,$55978.96
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,20,$182290.35,$76337.60,$73959.80
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,63,$87719.63,$50457.33,$48838.57
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,51,$132392.62,$64114.88,$62506.37
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,142,$247117.91,$87363.05,$84807.96
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,90,$62784.10,$72464.91,$71465.72
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,59,$135872.96,$56366.76,$54770.50
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,19,$67938.89,$76934.89,$76057.78
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,28,$259989.32,$69484.14,$66812.53
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,22,$100218.40,$65742.04,$64820.22
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,68,$91958.47,$66120.33,$64542.69
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,57,$80240.82,$59852.92,$57656.01
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,55,$72242.70,$66225.36,$64887.70
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,15,$87499.06,$71235.20,$70206.06
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,17,$63472.05,$70736.11,$69611.17
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,24,$117737.58,$73530.41,$72849.16
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,61,$28636.70,$18181.21,$17016.63
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,326,$42960.93,$23395.32,$21258.72
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,99,$46893.93,$18838.77,$17912.55
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,240,$60445.05,$22331.01,$21610.16
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,99,$38158.40,$24049.07,$23191.67
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,42,$44003.80,$23857.30,$22911.83
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,516,$76984.52,$25162.21,$23206.16
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,165,$119899.16,$20159.15,$19132.90
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,73,$61624.46,$23574.34,$22724.72
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,339,$49369.00,$18683.30,$17502.25
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,324,$74948.71,$23361.59,$22164.95
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,483,$86348.18,$27795.24,$26851.09
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,347,$29545.75,$26117.63,$25142.94
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan,30,$21445.46,$26474.00,$25475.13
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,198,$61337.53,$18749.26,$17835.27
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,73,$31967.56,$27324.30,$26693.91
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,37,$40824.00,$26795.51,$25226.37
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,203,$91776.61,$21979.90,$19784.67
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,130,$39551.39,$22504.97,$21913.93
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,90,$50678.90,$16247.92,$15331.22
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,105,$33475.77,$23614.29,$22409.30
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,197,$40892.29,$20700.41,$19647.65
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,24,$25932.83,$26822.75,$26178.20
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,381,$29160.10,$23017.00,$22237.41
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,106,$39116.23,$26821.90,$25928.20
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,15,$23211.40,$25345.06,$24407.06
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,73,$50285.95,$25189.12,$24350.68
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,11229,NY - Manhattan,18,$15931.77,$10851.00,$10096.33
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,83,$35502.73,$14619.22,$12883.81
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,29,$39594.79,$11835.96,$11119.34
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,53,$52601.18,$14944.84,$13868.20
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,17,$27482.17,$14863.94,$14122.35
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,10038,NY - Manhattan,17,$21512.70,$14276.41,$13286.52
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,117,$45654.20,$13590.12,$12577.41
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,20,$75491.80,$11275.20,$10544.20
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,11201,NY - Manhattan,14,$56362.71,$15386.85,$14007.28
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,86,$29836.47,$10714.63,$9618.01
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,81,$50419.65,$13601.32,$12870.00
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,73,$44819.56,$14643.94,$13824.01
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,109,$23835.80,$15541.50,$14834.17
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330201,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,NY - Manhattan,47,$44073.74,$11408.70,$10584.17
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,21,$17595.33,$15295.66,$14383.85
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,13,$21930.84,$16089.46,$15048.84
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,54,$52285.51,$11917.74,$10619.05
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330221,WYCKOFF HEIGHTS MEDICAL CENTER,374 STOCKHOLM STREET,BROOKLYN,NY,11237,NY - Manhattan,65,$27841.20,$13908.93,$13171.24
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,36,$39708.22,$9889.69,$9000.47
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330233,BROOKDALE HOSPITAL MEDICAL CENTER,LINDEN BOULEVARD AT BROOKDALE PLAZA,BROOKLYN,NY,11212,NY - Manhattan,20,$33270.75,$14762.40,$12919.35
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,44,$28481.63,$12818.06,$11684.31
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,62,$20718.03,$14283.33,$13157.96
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,NY - Manhattan,20,$22234.45,$15534.10,$15026.30
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,NY - Manhattan,14,$35560.14,$14886.35,$13686.64
885 - PSYCHOSES,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,22,$25729.54,$10173.18,$9524.40
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NY - Manhattan,13,$26336.53,$8152.07,$6815.15
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,10304,NY - Manhattan,124,$11359.37,$6673.70,$6021.90
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,10025,NY - Manhattan,190,$20243.32,$7853.02,$7152.08
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,11201,NY - Manhattan,48,$10114.14,$8412.58,$7840.95
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,10021,NY - Manhattan,78,$35130.33,$8587.96,$7781.62
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,10021,NY - Manhattan,21,$36688.52,$7965.66,$5380.57
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,NY - Manhattan,96,$14665.40,$6287.16,$5516.25
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,10003,NY - Manhattan,296,$21331.22,$8029.84,$7351.56
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330194,MAIMONIDES MEDICAL CENTER,4802 TENTH AVENUE,BROOKLYN,NY,11219,NY - Manhattan,17,$36585.88,$8327.64,$7230.23
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330196,CONEY ISLAND HOSPITAL,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,NY - Manhattan,44,$14383.27,$9718.29,$9003.00
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330199,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,NY - Manhattan,46,$9691.67,$9707.50,$8744.23
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330202,KINGS COUNTY HOSPITAL CENTER,451 CLARKSON AVENUE,BROOKLYN,NY,11203,NY - Manhattan,39,$10205.94,$9415.28,$8469.46
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330204,BELLEVUE HOSPITAL CENTER,FIRST AVENUE AT 27TH STREET,NEW YORK,NY,10016,NY - Manhattan,95,$7273.36,$9050.11,$8608.27
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330214,NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,NY - Manhattan,15,$27239.53,$6264.46,$5593.80
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330225,LONG BEACH MEDICAL CENTER,455 EAST BAY DRIVE,LONG BEACH,NY,11561,NY - Manhattan,39,$17162.97,$5576.15,$4603.17
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330236,NEW YORK METHODIST HOSPITAL,506 SIXTH STREET,BROOKLYN,NY,11215,NY - Manhattan,11,$12396.36,$6991.45,$6685.63
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330240,HARLEM HOSPITAL CENTER,506 LENOX AVENUE,NEW YORK,NY,10037,NY - Manhattan,37,$12190.83,$9817.62,$9141.64
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330306,LUTHERAN MEDICAL CENTER,150 55TH STREET,BROOKLYN,NY,11220,NY - Manhattan,58,$8039.48,$7981.08,$7130.62
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,NY - Manhattan,49,$10270.12,$9271.93,$8437.20
